DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Fees,AMOUNT,BALANCE
4/25/24,11:37:03,TRD,1000431140051,BOT +5 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.05,-3.25,-595.00,"212,503.42"
4/25/24,11:37:03,TRD,1000431140051,BOT +7 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.08,-4.55,-833.00,"211,665.79"
4/25/24,11:37:24,TRD,1000431140059,SOLD -39 SPY 100 25 APR 24 500 CALL @1.20 CBOE,-0.58,-25.35,"4,680.00","216,319.86"
4/25/24,11:38:16,TRD,1000431140072,BOT +39 SPY 100 25 APR 24 500 CALL @1.17,-0.43,-25.35,"-4,563.00","211,731.08"
4/25/24,11:39:11,TRD,1000431140086,SOLD -35 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.51,-22.75,"4,165.00","215,872.82"
4/25/24,11:39:11,TRD,1000431140086,SOLD -4 SPY 100 25 APR 24 500 CALL @1.19 CBOE,-0.07,-2.60,476.00,"216,346.15"
4/25/24,11:43:03,TRD,1000431140111,BOT +21 SPY 100 25 APR 24 500 CALL @1.22,-0.23,-13.65,"-2,562.00","213,770.27"
4/25/24,11:43:03,TRD,1000431140111,BOT +18 SPY 100 25 APR 24 500 CALL @1.22,-0.20,-11.70,"-2,196.00","211,562.37"
4/25/24,11:44:07,TRD,1000431140122,SOLD -1 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.01,-0.65,118.00,"211,679.71"
4/25/24,11:44:07,TRD,1000431140122,SOLD -1 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.02,-0.65,118.00,"211,797.04"
4/25/24,11:44:07,TRD,1000431140122,SOLD -11 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.16,-7.15,"1,298.00","213,087.73"
4/25/24,11:44:07,TRD,1000431140122,SOLD -5 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.08,-3.25,590.00,"213,674.40"
4/25/24,11:44:07,TRD,1000431140122,SOLD -16 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.22,-10.40,"1,888.00","215,551.78"
4/25/24,11:44:08,TRD,1000431140122,SOLD -5 SPY 100 25 APR 24 500 CALL @1.18 CBOE,-0.09,-3.25,590.00,"216,138.44"
4/25/24,11:44:34,TRD,1000431140126,BOT +39 SPY 100 25 APR 24 499 PUT @1.18 CBOE,-0.43,-25.35,"-4,602.00","211,510.66"
4/25/24,11:46:19,TRD,1000431140138,SOLD -39 SPY 100 25 APR 24 499 PUT @1.19 CBOE,-0.58,-25.35,"4,641.00","216,125.73"
4/25/24,11:46:50,TRD,1000431140143,BOT +39 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.43,-25.35,"-4,953.00","211,146.95"
4/25/24,11:47:58,TRD,1000431140166,SOLD -5 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.06,-3.25,585.00,"211,728.64"
4/25/24,11:47:58,TRD,1000431140166,SOLD -1 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.04,-0.65,117.00,"211,844.95"
4/25/24,11:47:58,TRD,1000431140166,SOLD -13 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.18,-8.45,"1,521.00","213,357.32"
4/25/24,11:47:58,TRD,1000431140166,SOLD -5 SPY 100 25 APR 24 499 PUT @1.17 CBOE,-0.07,-3.25,585.00,"213,939.00"
4/25/24,11:47:58,TRD,1000431140166,SOLD -15 SPY 100 25 APR 24 499 PUT @1.18 CBOE,-0.23,-9.75,"1,770.00","215,699.02"
4/25/24,11:49:44,TRD,1000431140195,BOT +30 SPY 100 25 APR 24 499 PUT @1.24 BATS,-0.33,-19.50,"-3,720.00","211,959.19"
4/25/24,11:49:44,TRD,1000431140195,BOT +9 SPY 100 25 APR 24 499 PUT @1.23,-0.10,-5.85,"-1,107.00","210,846.24"
4/25/24,11:50:09,TRD,1000431140198,SOLD -1 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.01,-0.65,127.00,"210,972.58"
4/25/24,11:50:09,TRD,1000431140198,SOLD -28 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.42,-18.20,"3,556.00","214,509.96"
4/25/24,11:50:09,TRD,1000431140198,SOLD -4 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.05,-2.60,508.00,"215,015.31"
4/25/24,11:50:09,TRD,1000431140198,SOLD -1 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.01,-0.65,127.00,"215,141.65"
4/25/24,11:50:09,TRD,1000431140198,SOLD -5 SPY 100 25 APR 24 499 PUT @1.27 CBOE,-0.09,-3.25,635.00,"215,773.31"
4/25/24,11:50:56,TRD,1000431140210,BOT +39 SPY 100 25 APR 24 499 PUT @1.21 CBOE,-0.43,-25.35,"-4,719.00","211,028.53"
4/25/24,11:51:55,TRD,1000431140238,BOT +13 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.14,-8.45,"-1,391.00","209,628.94"
4/25/24,11:51:55,TRD,1000431140238,BOT +20 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.22,-13.00,"-2,140.00","207,475.72"
4/25/24,11:51:55,TRD,1000431140238,BOT +6 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.07,-3.90,-642.00,"206,829.75"
4/25/24,11:52:02,TRD,1000431140248,SOLD -39 SPY 100 25 APR 24 499 PUT @1.07 CBOE,-0.57,-25.35,"4,173.00","210,976.83"
4/25/24,11:52:05,TRD,1000431140250,SOLD -39 SPY 100 25 APR 24 499 PUT @1.08,-0.57,-25.35,"4,212.00","215,162.91"
4/25/24,11:52:14,TRD,1000431140257,BOT +5 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.05,-3.25,-555.00,"214,604.61"
4/25/24,11:52:14,TRD,1000431140257,BOT +25 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.28,-16.25,"-2,775.00","211,813.08"
4/25/24,11:52:14,TRD,1000431140257,BOT +5 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.05,-3.25,-555.00,"211,254.78"
4/25/24,11:52:14,TRD,1000431140257,BOT +4 SPY 100 25 APR 24 499 PUT @1.11 CBOE,-0.05,-2.60,-444.00,"210,808.13"
4/25/24,11:52:29,TRD,1000431140264,SOLD -39 SPY 100 25 APR 24 499 PUT @1.13,-0.58,-25.35,"4,407.00","215,189.20"
4/25/24,11:53:05,TRD,1000431140277,BOT +39 SPY 100 25 APR 24 500 CALL @1.09 CBOE,-0.43,-25.35,"-4,251.00","210,912.42"
4/25/24,11:53:30,TRD,1000431140290,SOLD -39 SPY 100 25 APR 24 500 CALL @1.12 CBOE,-0.57,-25.35,"4,368.00","215,254.50"
4/25/24,11:54:30,TRD,1000431140333,BOT +39 SPY 100 25 APR 24 499 PUT @1.06 CBOE,-0.43,-25.35,"-4,134.00","211,094.72"
4/25/24,11:55:30,TRD,1000431140368,SOLD -1 SPY 100 25 APR 24 499 PUT @1.05 CBOE,-0.01,-0.65,105.00,"211,199.06"
4/25/24,11:55:30,TRD,1000431140368,SOLD -38 SPY 100 25 APR 24 499 PUT @1.04 CBOE,-0.56,-24.70,"3,952.00","215,125.80"
4/25/24,11:58:26,TRD,1000431140432,BOT +4 SPY 100 25 APR 24 500 CALL @1.39 BOX,-0.04,-2.60,-556.00,"214,567.16"
4/25/24,11:58:26,TRD,1000431140432,BOT +35 SPY 100 25 APR 24 500 CALL @1.38 BATS,-0.39,-22.75,"-4,830.00","209,714.02"
4/25/24,11:59:03,TRD,1000431140445,SOLD -3 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.04,-1.95,420.00,"210,132.03"
4/25/24,11:59:03,TRD,1000431140445,SOLD -1 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.01,-0.65,140.00,"210,271.37"
4/25/24,11:59:03,TRD,1000431140445,SOLD -3 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.06,-1.95,420.00,"210,689.36"
4/25/24,11:59:03,TRD,1000431140445,SOLD -1 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.01,-0.65,140.00,"210,828.70"
4/25/24,11:59:03,TRD,1000431140445,SOLD -1 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.02,-0.65,140.00,"210,968.03"
4/25/24,11:59:03,TRD,1000431140445,SOLD -25 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.36,-16.25,"3,500.00","214,451.42"
4/25/24,11:59:03,TRD,1000431140445,SOLD -4 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.07,-2.60,560.00,"215,008.75"
4/25/24,11:59:03,TRD,1000431140445,SOLD -1 SPY 100 25 APR 24 500 CALL @1.40 CBOE,-0.01,-0.65,140.00,"215,148.09"
4/25/24,11:59:53,TRD,1000431140468,BOT +39 SPY 100 25 APR 24 500 CALL @1.50 BOX,-0.43,-25.35,"-5,850.00","209,272.31"
4/25/24,12:00:03,TRD,1000431140481,SOLD -39 SPY 100 25 APR 24 500 CALL @1.48 CBOE,-0.59,-25.35,"5,772.00","215,018.37"
4/25/24,12:00:19,TRD,1000431140488,BOT +39 SPY 100 25 APR 24 500 CALL @1.52 CBOE,-0.43,-25.35,"-5,928.00","209,064.59"
4/25/24,12:01:07,TRD,1000431140505,SOLD -39 SPY 100 25 APR 24 500 CALL @1.42,-0.58,-25.35,"5,538.00","214,576.66"
4/25/24,12:02:15,TRD,1000431140513,BOT +31 SPY 100 25 APR 24 501 CALL @1.07,-0.34,-20.15,"-3,317.00","211,239.17"
4/25/24,12:02:15,TRD,1000431140513,BOT +8 SPY 100 25 APR 24 501 CALL @1.07,-0.09,-5.20,-856.00,"210,377.88"
4/25/24,12:03:30,TRD,1000431140539,SOLD -13 SPY 100 25 APR 24 501 CALL @1.08,-0.19,-8.45,"1,404.00","211,773.24"
4/25/24,12:03:30,TRD,1000431140539,SOLD -6 SPY 100 25 APR 24 501 CALL @1.08,-0.09,-3.90,648.00,"212,417.25"
4/25/24,12:03:30,TRD,1000431140539,SOLD -20 SPY 100 25 APR 24 501 CALL @1.08,-0.29,-13.00,"2,160.00","214,563.96"
4/25/24,12:04:10,TRD,1000431140542,BOT +34 SPY 100 25 APR 24 501 CALL @1.11 CBOE,-0.37,-22.10,"-3,774.00","210,767.49"
4/25/24,12:04:10,TRD,1000431140542,BOT +5 SPY 100 25 APR 24 501 CALL @1.11 CBOE,-0.06,-3.25,-555.00,"210,209.18"
4/25/24,12:08:45,TRD,1000431140650,SOLD -5 SPY 100 25 APR 24 501 CALL @1.23 CBOE,-0.06,-3.25,615.00,"210,820.87"
4/25/24,12:08:45,TRD,1000431140650,SOLD -5 SPY 100 25 APR 24 501 CALL @1.23 CBOE,-0.09,-3.25,615.00,"211,432.53"
4/25/24,12:08:45,TRD,1000431140650,SOLD -29 SPY 100 25 APR 24 501 CALL @1.23 CBOE,-0.43,-18.85,"3,567.00","214,980.25"
4/25/24,12:09:20,TRD,1000431140658,BOT +39 SPY 100 25 APR 24 501 CALL @1.25 BOX,-0.43,-25.35,"-4,875.00","210,079.47"
4/25/24,12:10:07,TRD,1000431140674,BOT +29 SPY 100 25 APR 24 501 CALL @1.22 CBOE,-0.32,-18.85,"-3,538.00","206,522.30"
4/25/24,12:10:07,TRD,1000431140674,BOT +10 SPY 100 25 APR 24 501 CALL @1.22 CBOE,-0.11,-6.50,"-1,220.00","205,295.69"
4/25/24,12:10:20,TRD,1000431140676,SOLD -7 SPY 100 25 APR 24 501 CALL @1.14,-0.11,-4.55,798.00,"206,089.03"
4/25/24,12:10:20,TRD,1000431140676,SOLD -6 SPY 100 25 APR 24 501 CALL @1.14,-0.08,-3.90,684.00,"206,769.05"
4/25/24,12:10:20,TRD,1000431140676,SOLD -17 SPY 100 25 APR 24 501 CALL @1.14,-0.25,-11.05,"1,938.00","208,695.75"
4/25/24,12:10:21,TRD,1000431140676,SOLD -9 SPY 100 25 APR 24 501 CALL @1.14,-0.14,-5.85,"1,026.00","209,715.76"
4/25/24,12:10:24,TRD,1000431140678,SOLD -33 SPY 100 25 APR 24 501 CALL @1.12 CBOE,-0.48,-21.45,"3,696.00","213,389.83"
4/25/24,12:10:24,TRD,1000431140678,SOLD -6 SPY 100 25 APR 24 501 CALL @1.12 CBOE,-0.09,-3.90,672.00,"214,057.84"
4/25/24,12:10:40,TRD,1000431140681,BOT +39 SPY 100 25 APR 24 500 PUT @1.24 CBOE,-0.43,-25.35,"-4,836.00","209,196.06"
4/25/24,12:10:48,TRD,1000431140683,SOLD -34 SPY 100 25 APR 24 500 PUT @1.30 CBOE,-0.50,-22.10,"4,420.00","213,593.46"
4/25/24,12:10:48,TRD,1000431140683,SOLD -5 SPY 100 25 APR 24 500 PUT @1.30 CBOE,-0.08,-3.25,650.00,"214,240.13"
4/25/24,12:10:58,TRD,1000431140691,BOT +39 SPY 100 25 APR 24 500 PUT @1.34 CBOE,-0.43,-25.35,"-5,226.00","208,988.35"
4/25/24,12:11:02,TRD,1000431140696,SOLD -39 SPY 100 25 APR 24 500 PUT @1.33 CBOE,-0.58,-25.35,"5,187.00","214,149.42"
4/25/24,12:11:09,TRD,1000431140701,BOT +39 SPY 100 25 APR 24 500 PUT @1.35 CBOE,-0.43,-25.35,"-5,265.00","208,858.64"
4/25/24,12:11:25,TRD,1000431140708,SOLD -19 SPY 100 25 APR 24 500 PUT @1.45,-0.28,-12.35,"2,755.00","211,601.01"
4/25/24,12:11:25,TRD,1000431140708,SOLD -20 SPY 100 25 APR 24 500 PUT @1.45,-0.31,-13.00,"2,900.00","214,487.70"
4/25/24,12:11:45,TRD,1000431140715,BOT +39 SPY 100 25 APR 24 500 PUT @1.33 CBOE,-0.43,-25.35,"-5,187.00","209,274.92"
4/25/24,12:12:02,TRD,1000431140720,SOLD -4 SPY 100 25 APR 24 500 PUT @1.24 CBOE,-0.05,-2.60,496.00,"209,768.27"
4/25/24,12:12:03,TRD,1000431140720,SOLD -8 SPY 100 25 APR 24 500 PUT @1.24 CBOE,-0.12,-5.20,992.00,"210,754.95"
4/25/24,12:12:03,TRD,1000431140720,SOLD -27 SPY 100 25 APR 24 500 PUT @1.24 CBOE,-0.41,-17.55,"3,348.00","214,084.99"
4/25/24,12:13:05,TRD,1000431140736,BOT +39 SPY 100 25 APR 24 500 PUT @1.31 CBOE,-0.43,-25.35,"-5,109.00","208,950.21"
4/25/24,12:13:57,TRD,1000431140745,SOLD -19 SPY 100 25 APR 24 500 PUT @1.32 CBOE,-0.28,-12.35,"2,508.00","211,445.58"
4/25/24,12:13:57,TRD,1000431140745,SOLD -20 SPY 100 25 APR 24 500 PUT @1.32 CBOE,-0.30,-13.00,"2,640.00","214,072.28"
4/25/24,12:15:15,TRD,1000431140772,BOT +39 SPY 100 25 APR 24 500 CALL @1.61 CBOE,-0.43,-25.35,"-6,279.00","207,767.50"
4/25/24,12:17:00,TRD,1000431140799,SOLD -39 SPY 100 25 APR 24 500 CALL @1.72 CBOE,-0.59,-25.35,"6,708.00","214,449.56"
4/25/24,12:19:58,TRD,1000431140842,BOT +13 SPY 100 25 APR 24 500 CALL @1.71 CBOE,-0.14,-8.45,"-2,223.00","212,217.97"
4/25/24,12:20:13,TRD,1000431140850,SOLD -13 SPY 100 25 APR 24 500 CALL @1.65 CBOE,-0.20,-8.45,"2,145.00","214,354.32"
4/25/24,12:21:03,TRD,1000431140860,BOT +8 SPY 100 25 APR 24 500 CALL @1.80 CBOE,-0.09,-5.20,"-1,440.00","212,909.03"
4/25/24,12:21:04,TRD,1000431140860,BOT +31 SPY 100 25 APR 24 500 CALL @1.79 CBOE,-0.34,-20.15,"-5,549.00","207,339.54"
4/25/24,12:21:23,TRD,1000431140864,SOLD -32 SPY 100 25 APR 24 500 CALL @2.04 BATS,-0.49,-20.80,"6,528.00","213,846.25"
4/25/24,12:21:23,TRD,1000431140864,SOLD -2 SPY 100 25 APR 24 500 CALL @2.04 BATS,-0.03,-1.30,408.00,"214,252.92"
4/25/24,12:21:23,TRD,1000431140864,SOLD -5 SPY 100 25 APR 24 500 CALL @2.04 BATS,-0.08,-3.25,"1,020.00","215,269.59"
4/25/24,12:23:02,TRD,1000431140901,BOT +15 SPY 100 25 APR 24 500 CALL @1.99 CBOE,-0.16,-9.75,"-2,985.00","212,274.68"
4/25/24,12:23:02,TRD,1000431140901,BOT +16 SPY 100 25 APR 24 500 CALL @1.99 CBOE,-0.18,-10.40,"-3,184.00","209,080.10"
4/25/24,12:23:02,TRD,1000431140901,BOT +8 SPY 100 25 APR 24 500 CALL @1.99 CBOE,-0.09,-5.20,"-1,592.00","207,482.81"
4/25/24,12:23:54,TRD,1000431140923,SOLD -39 SPY 100 25 APR 24 500 CALL @2.07 CBOE,-0.60,-25.35,"8,073.00","215,529.86"
4/25/24,12:25:02,TRD,1000431140940,BOT +39 SPY 100 25 APR 24 501 CALL @1.48 CBOE,-0.43,-25.35,"-5,772.00","209,732.08"
4/25/24,12:26:24,TRD,1000431140955,SOLD -39 SPY 100 25 APR 24 501 CALL @1.55,-0.59,-25.35,"6,045.00","215,751.14"
4/25/24,12:27:07,TRD,1000431140971,BOT +4 SPY 100 25 APR 24 501 CALL @1.55 CBOE,-0.04,-2.60,-620.00,"215,128.50"
4/25/24,12:27:07,TRD,1000431140971,BOT +35 SPY 100 25 APR 24 501 CALL @1.55 CBOE,-0.39,-22.75,"-5,425.00","209,680.36"
4/25/24,12:27:50,TRD,1000431140979,BOT +39 SPY 100 25 APR 24 501 CALL @1.48 CBOE,-0.43,-25.35,"-5,772.00","203,882.58"
4/25/24,12:28:38,TRD,1000431140982,SOLD -18 SPY 100 25 APR 24 501 CALL @1.57 CBOE,-0.27,-11.70,"2,826.00","206,696.61"
4/25/24,12:28:38,TRD,1000431140982,SOLD -21 SPY 100 25 APR 24 501 CALL @1.57 CBOE,-0.32,-13.65,"3,297.00","209,979.64"
4/25/24,12:28:42,TRD,1000431140984,SOLD -15 SPY 100 25 APR 24 501 CALL @1.62 CBOE,-0.22,-9.75,"2,430.00","212,399.67"
4/25/24,12:28:42,TRD,1000431140984,SOLD -8 SPY 100 25 APR 24 501 CALL @1.62 CBOE,-0.12,-5.20,"1,296.00","213,690.35"
4/25/24,12:28:42,TRD,1000431140984,SOLD -8 SPY 100 25 APR 24 501 CALL @1.62 CBOE,-0.13,-5.20,"1,296.00","214,981.02"
4/25/24,12:28:42,TRD,1000431140984,SOLD -8 SPY 100 25 APR 24 501 CALL @1.62 CBOE,-0.12,-5.20,"1,296.00","216,271.70"
4/25/24,12:29:52,TRD,1000431140992,BOT +39 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.43,-25.35,"-6,162.00","210,083.92"
4/25/24,12:30:21,TRD,1000431140998,SOLD -39 SPY 100 25 APR 24 501 CALL @1.52 CBOE,-0.59,-25.35,"5,928.00","215,985.98"
4/25/24,12:31:43,TRD,1000431141001,BOT +39 SPY 100 25 APR 24 501 CALL @1.47,-0.43,-25.35,"-5,733.00","210,227.20"
4/25/24,12:32:26,TRD,1000431141008,SOLD -39 SPY 100 25 APR 24 501 CALL @1.40 CBOE,-0.58,-25.35,"5,460.00","215,661.27"
4/25/24,12:36:02,TRD,1000431141080,BOT +8 SPY 100 25 APR 24 501 CALL @1.53 CBOE,-0.09,-5.20,"-1,224.00","214,431.98"
4/25/24,12:36:02,TRD,1000431141080,BOT +18 SPY 100 25 APR 24 501 CALL @1.53 CBOE,-0.20,-11.70,"-2,754.00","211,666.08"
4/25/24,12:36:02,TRD,1000431141080,BOT +8 SPY 100 25 APR 24 501 CALL @1.53 CBOE,-0.08,-5.20,"-1,224.00","210,436.80"
4/25/24,12:36:02,TRD,1000431141080,BOT +5 SPY 100 25 APR 24 501 CALL @1.53 CBOE,-0.06,-3.25,-765.00,"209,668.49"
4/25/24,12:37:08,TRD,1000431141091,SOLD -1 SPY 100 25 APR 24 501 CALL @1.58 NASDAQ,-0.01,-0.65,158.00,"209,825.83"
4/25/24,12:37:08,TRD,1000431141091,SOLD -38 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.58,-24.70,"6,004.00","215,804.55"
4/25/24,12:38:08,TRD,1000431141107,BOT +39 SPY 100 25 APR 24 501 CALL @1.50 CBOE,-0.43,-25.35,"-5,850.00","209,928.77"
4/25/24,12:38:58,TRD,1000431141119,BOT +39 SPY 100 25 APR 24 501 CALL @1.38,-0.43,-25.35,"-5,382.00","204,520.99"
4/25/24,12:40:14,TRD,1000431141134,SOLD -39 SPY 100 25 APR 24 501 CALL @1.47,-0.59,-25.35,"5,733.00","210,228.05"
4/25/24,12:41:49,TRD,1000431141148,BOT +5 SPY 100 25 APR 24 501 CALL @1.37 CBOE,-0.05,-3.25,-685.00,"209,539.75"
4/25/24,12:41:49,TRD,1000431141148,BOT +34 SPY 100 25 APR 24 501 CALL @1.36 CBOE,-0.38,-22.10,"-4,624.00","204,893.27"
4/25/24,12:42:13,TRD,1000431141155,SOLD -39 SPY 100 25 APR 24 501 CALL @1.42,-0.58,-25.35,"5,538.00","210,405.34"
4/25/24,12:42:37,TRD,1000431141161,BOT +39 SPY 100 25 APR 24 501 CALL @1.35 CBOE,-0.43,-25.35,"-5,265.00","205,114.56"
4/25/24,12:42:59,TRD,1000431141175,SOLD -39 SPY 100 25 APR 24 501 CALL @1.39 CBOE,-0.58,-25.35,"5,421.00","210,509.63"
4/25/24,12:43:07,TRD,1000431141181,SOLD -1 SPY 100 25 APR 24 501 CALL @1.39 CBOE,-0.01,-0.65,139.00,"210,647.97"
4/25/24,12:43:07,TRD,1000431141181,SOLD -5 SPY 100 25 APR 24 501 CALL @1.39 CBOE,-0.09,-3.25,695.00,"211,339.63"
4/25/24,12:43:07,TRD,1000431141181,SOLD -33 SPY 100 25 APR 24 501 CALL @1.39 CBOE,-0.48,-21.45,"4,587.00","215,904.70"
4/25/24,12:51:37,TRD,1000431141271,BOT +39 SPY 100 25 APR 24 501 CALL @1.46,-0.43,-25.35,"-5,694.00","210,184.92"
4/25/24,12:52:59,TRD,1000431141299,SOLD -5 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.07,-3.25,790.00,"210,971.60"
4/25/24,12:52:59,TRD,1000431141299,SOLD -8 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.13,-5.20,"1,264.00","212,230.27"
4/25/24,12:52:59,TRD,1000431141299,SOLD -5 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.07,-3.25,790.00,"213,016.95"
4/25/24,12:52:59,TRD,1000431141299,SOLD -5 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.07,-3.25,790.00,"213,803.63"
4/25/24,12:52:59,TRD,1000431141299,SOLD -8 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.13,-5.20,"1,264.00","215,062.30"
4/25/24,12:52:59,TRD,1000431141299,SOLD -8 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.12,-5.20,"1,264.00","216,320.98"
4/25/24,12:56:56,TRD,1000431141330,BOT +39 SPY 100 25 APR 24 501 CALL @1.88,-0.43,-25.35,"-7,332.00","208,963.20"
4/25/24,12:58:46,TRD,1000431141344,BOT +39 SPY 100 25 APR 24 501 CALL @1.72 CBOE,-0.43,-25.35,"-6,708.00","202,229.42"
4/25/24,13:01:38,TRD,1000431141379,SOLD -2 SPY 100 25 APR 24 501 CALL @1.76,-0.03,-1.30,352.00,"202,580.09"
4/25/24,13:01:38,TRD,1000431141379,SOLD -1 SPY 100 25 APR 24 501 CALL @1.76 NASDAQ,-0.01,-0.65,176.00,"202,755.43"
4/25/24,13:01:38,TRD,1000431141379,SOLD -36 SPY 100 25 APR 24 501 CALL @1.76 NASDAQ,-0.55,-23.40,"6,336.00","209,067.48"
4/25/24,13:03:49,TRD,1000431141397,SOLD -39 SPY 100 25 APR 24 501 CALL @1.84 CBOE,-0.60,-25.35,"7,176.00","216,217.53"
4/25/24,13:05:40,TRD,1000431141407,BOT +39 SPY 100 25 APR 24 501 CALL @1.98 CBOE,-0.43,-25.35,"-7,722.00","208,469.75"
4/25/24,13:08:13,TRD,1000431141417,BOT +15 SPY 100 25 APR 24 501 CALL @1.74 CBOE,-0.16,-9.75,"-2,610.00","205,849.84"
