DATE,TIME,TYPE,REF #,DESCRIPTION,Misc Fees,Fees,AMOUNT,BALANCE
4/25/24,13:08:13,TRD,1000431141417,BOT +8 SPY 100 25 APR 24 501 CALL @1.74 CBOE,-0.09,-5.20,"-1,392.00","204,452.55"
4/25/24,13:08:13,TRD,1000431141417,BOT +8 SPY 100 25 APR 24 501 CALL @1.74 CBOE,-0.09,-5.20,"-1,392.00","203,055.26"
4/25/24,13:08:13,TRD,1000431141417,BOT +8 SPY 100 25 APR 24 501 CALL @1.74 CBOE,-0.09,-5.20,"-1,392.00","201,657.97"
4/25/24,13:21:52,TRD,1000431141557,SOLD -5 SPY 100 25 APR 24 501 CALL @1.42 CBOE,-0.07,-3.25,710.00,"202,364.65"
4/25/24,13:21:52,TRD,1000431141557,SOLD -5 SPY 100 25 APR 24 501 CALL @1.42 CBOE,-0.08,-3.25,710.00,"203,071.32"
4/25/24,13:21:52,TRD,1000431141557,SOLD -8 SPY 100 25 APR 24 501 CALL @1.42 CBOE,-0.12,-5.20,"1,136.00","204,202.00"
4/25/24,13:21:52,TRD,1000431141557,SOLD -8 SPY 100 25 APR 24 501 CALL @1.42 CBOE,-0.12,-5.20,"1,136.00","205,332.68"
4/25/24,13:21:52,TRD,1000431141557,SOLD -13 SPY 100 25 APR 24 501 CALL @1.43 CBOE,-0.19,-8.45,"1,859.00","207,183.04"
4/25/24,13:21:55,TRD,1000431141559,SOLD -39 SPY 100 25 APR 24 501 CALL @1.44 CBOE,-0.58,-25.35,"5,616.00","212,773.11"
4/25/24,13:22:44,TRD,1000431141565,BOT +19 SPY 100 25 APR 24 501 PUT @1.14,-0.21,-12.35,"-2,166.00","210,594.55"
4/25/24,13:22:44,TRD,1000431141565,BOT +20 SPY 100 25 APR 24 501 PUT @1.14,-0.22,-13.00,"-2,280.00","208,301.33"
4/25/24,13:24:10,TRD,1000431141608,SOLD -39 SPY 100 25 APR 24 501 PUT @1.20 CBOE,-0.58,-25.35,"4,680.00","212,955.40"
4/25/24,13:26:51,TRD,1000431141648,BOT +36 SPY 100 25 APR 24 501 CALL @1.39 BATS,-0.40,-23.40,"-5,004.00","207,927.60"
4/25/24,13:26:51,TRD,1000431141648,BOT +3 SPY 100 25 APR 24 501 CALL @1.40 BATS,-0.03,-1.95,-420.00,"207,505.62"
4/25/24,13:28:02,TRD,1000431141654,SOLD -39 SPY 100 25 APR 24 501 CALL @1.50 CBOE,-0.59,-25.35,"5,850.00","213,329.68"
4/25/24,13:28:51,TRD,1000431141667,BOT +6 SPY 100 25 APR 24 501 CALL @1.46 CBOE,-0.07,-3.90,-876.00,"212,449.71"
4/25/24,13:28:51,TRD,1000431141667,BOT +1 SPY 100 25 APR 24 501 CALL @1.46 CBOE,-0.01,-0.65,-146.00,"212,303.05"
4/25/24,13:28:51,TRD,1000431141667,BOT +5 SPY 100 25 APR 24 501 CALL @1.46 CBOE,-0.05,-3.25,-730.00,"211,569.75"
4/25/24,13:28:52,TRD,1000431141667,BOT +15 SPY 100 25 APR 24 501 CALL @1.46 CBOE,-0.17,-9.75,"-2,190.00","209,369.83"
4/25/24,13:28:52,TRD,1000431141667,BOT +12 SPY 100 25 APR 24 501 CALL @1.46 CBOE,-0.13,-7.80,"-1,752.00","207,609.90"
4/25/24,13:29:32,TRD,1000431141675,SOLD -39 SPY 100 25 APR 24 501 CALL @1.60,-0.59,-25.35,"6,240.00","213,823.96"
4/25/24,13:30:06,TRD,1000431141688,BOT +23 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.25,-14.95,"-3,634.00","210,174.76"
4/25/24,13:30:06,TRD,1000431141688,BOT +3 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.04,-1.95,-474.00,"209,698.77"
4/25/24,13:30:06,TRD,1000431141688,BOT +5 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.05,-3.25,-790.00,"208,905.47"
4/25/24,13:30:06,TRD,1000431141688,BOT +1 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.01,-0.65,-158.00,"208,746.81"
4/25/24,13:30:06,TRD,1000431141688,BOT +7 SPY 100 25 APR 24 501 CALL @1.58 CBOE,-0.08,-4.55,"-1,106.00","207,636.18"
4/25/24,13:30:39,TRD,1000431141690,SOLD -17 SPY 100 25 APR 24 501 CALL @1.66 BOX,-0.26,-11.05,"2,822.00","210,446.87"
4/25/24,13:30:40,TRD,1000431141690,SOLD -22 SPY 100 25 APR 24 501 CALL @1.67 CBOE,-0.33,-14.30,"3,674.00","214,106.24"
4/25/24,13:31:18,TRD,1000431141694,BOT +39 SPY 100 25 APR 24 501 CALL @1.63 CBOE,-0.43,-25.35,"-6,357.00","207,723.46"
4/25/24,13:32:17,TRD,1000431141699,SOLD -39 SPY 100 25 APR 24 501 CALL @1.66,-0.59,-25.35,"6,474.00","214,171.52"
4/25/24,13:33:25,TRD,1000431141709,BOT +39 SPY 100 25 APR 24 501 CALL @1.77 CBOE,-0.43,-25.35,"-6,903.00","207,242.74"
4/25/24,13:33:56,TRD,1000431141711,BOT +19 SPY 100 25 APR 24 501 CALL @1.74 CBOE,-0.21,-12.35,"-3,306.00","203,924.18"
4/25/24,13:33:56,TRD,1000431141711,BOT +3 SPY 100 25 APR 24 501 CALL @1.74 CBOE,-0.03,-1.95,-522.00,"203,400.20"
4/25/24,13:33:56,TRD,1000431141711,BOT +17 SPY 100 25 APR 24 501 CALL @1.74 CBOE,-0.19,-11.05,"-2,958.00","200,430.96"
4/25/24,13:34:05,TRD,1000431141713,SOLD -39 SPY 100 25 APR 24 501 CALL @1.76,-0.59,-25.35,"6,864.00","207,269.02"
4/25/24,13:34:12,TRD,1000431141715,SOLD -39 SPY 100 25 APR 24 501 CALL @1.80 CBOE,-0.60,-25.35,"7,020.00","214,263.07"
4/25/24,13:34:54,TRD,1000431141723,BOT +39 SPY 100 25 APR 24 501 CALL @1.75 NASDAQ,-0.43,-25.35,"-6,825.00","207,412.29"
4/25/24,13:35:53,TRD,1000431141727,SOLD -16 SPY 100 25 APR 24 501 CALL @1.89 CBOE,-0.24,-10.40,"3,024.00","210,425.65"
4/25/24,13:35:53,TRD,1000431141727,SOLD -5 SPY 100 25 APR 24 501 CALL @1.89 CBOE,-0.08,-3.25,945.00,"211,367.32"
4/25/24,13:35:53,TRD,1000431141727,SOLD -5 SPY 100 25 APR 24 501 CALL @1.89 CBOE,-0.08,-3.25,945.00,"212,308.99"
4/25/24,13:35:53,TRD,1000431141727,SOLD -5 SPY 100 25 APR 24 501 CALL @1.89 CBOE,-0.08,-3.25,945.00,"213,250.66"
4/25/24,13:35:53,TRD,1000431141727,SOLD -5 SPY 100 25 APR 24 501 CALL @1.89 CBOE,-0.07,-3.25,945.00,"214,192.34"
4/25/24,13:35:53,TRD,1000431141727,SOLD -2 SPY 100 25 APR 24 501 CALL @1.89 CBOE,-0.04,-1.30,378.00,"214,569.00"
4/25/24,13:35:54,TRD,1000431141727,SOLD -1 SPY 100 25 APR 24 501 CALL @1.89 CBOE,-0.01,-0.65,189.00,"214,757.34"
4/25/24,13:36:14,TRD,1000431141736,BOT +39 SPY 100 25 APR 24 501 CALL @1.88,-0.43,-25.35,"-7,332.00","207,399.56"
4/25/24,13:36:33,TRD,1000431141740,SOLD -39 SPY 100 25 APR 24 501 CALL @1.90 CBOE,-0.60,-25.35,"7,410.00","214,783.61"
4/25/24,13:39:16,TRD,1000431141755,BOT +39 SPY 100 25 APR 24 502 CALL @1.71 MIAX,-0.43,-25.35,"-6,669.00","208,088.83"
4/25/24,13:40:09,TRD,1000431141775,SOLD -10 SPY 100 25 APR 24 502 CALL @1.71,-0.15,-6.50,"1,710.00","209,792.18"
4/25/24,13:40:09,TRD,1000431141775,SOLD -29 SPY 100 25 APR 24 502 CALL @1.72 CBOE,-0.44,-18.85,"4,988.00","214,760.89"
4/25/24,13:40:33,TRD,1000431141779,BOT +39 SPY 100 25 APR 24 502 CALL @1.61 CBOE,-0.43,-25.35,"-6,279.00","208,456.11"
4/25/24,13:41:27,TRD,1000431141800,SOLD -39 SPY 100 25 APR 24 502 CALL @1.58 CBOE,-0.59,-25.35,"6,162.00","214,592.17"
4/25/24,13:59:46,TRD,1000431842075,BOT +39 SPY 100 25 APR 24 503 CALL @1.45,-0.43,-25.35,"-5,655.00","208,911.39"
4/25/24,14:02:34,TRD,1000431842120,SOLD -39 SPY 100 25 APR 24 503 CALL @1.29 CBOE,-0.58,-25.35,"5,031.00","213,916.46"
4/25/24,14:03:48,TRD,1000431842138,BOT +3 SPY 100 25 APR 24 503 CALL @1.26 CBOE,-0.03,-1.95,-378.00,"213,536.48"
4/25/24,14:03:48,TRD,1000431842138,BOT +5 SPY 100 25 APR 24 503 CALL @1.26 CBOE,-0.06,-3.25,-630.00,"212,903.17"
4/25/24,14:03:48,TRD,1000431842138,BOT +4 SPY 100 25 APR 24 503 CALL @1.26 CBOE,-0.04,-2.60,-504.00,"212,396.53"
4/25/24,14:03:48,TRD,1000431842138,BOT +27 SPY 100 25 APR 24 503 CALL @1.26 CBOE,-0.30,-17.55,"-3,402.00","208,976.68"
4/25/24,14:04:25,TRD,1000431842143,SOLD -39 SPY 100 25 APR 24 503 CALL @1.32 CBOE,-0.58,-25.35,"5,148.00","214,098.75"
4/25/24,14:42:30,TRD,1000431842387,BOT +39 SPY 100 25 APR 24 502 PUT @1.10 CBOE,-0.43,-25.35,"-4,290.00","209,782.97"
4/25/24,14:43:17,TRD,1000431842391,SOLD -39 SPY 100 25 APR 24 502 PUT @1.14,-0.58,-25.35,"4,446.00","214,203.04"
4/25/24,14:45:25,TRD,1000431842411,BOT +39 SPY 100 25 APR 24 502 PUT @1.17 CBOE,-0.43,-25.35,"-4,563.00","209,614.26"
4/25/24,14:47:07,TRD,1000431842435,SOLD -39 SPY 100 25 APR 24 502 PUT @1.23,-0.58,-25.35,"4,797.00","214,385.33"
4/25/24,14:47:45,TRD,1000431842453,BOT +39 SPY 100 25 APR 24 502 PUT @1.18 CBOE,-0.43,-25.35,"-4,602.00","209,757.55"
4/25/24,14:50:16,TRD,1000431842474,SOLD -8 SPY 100 25 APR 24 502 PUT @1.08 CBOE,-0.12,-5.20,864.00,"210,616.23"
4/25/24,14:50:16,TRD,1000431842474,SOLD -6 SPY 100 25 APR 24 502 PUT @1.08 CBOE,-0.08,-3.90,648.00,"211,260.25"
4/25/24,14:50:16,TRD,1000431842474,SOLD -5 SPY 100 25 APR 24 502 PUT @1.08 CBOE,-0.08,-3.25,540.00,"211,796.92"
4/25/24,14:50:16,TRD,1000431842474,SOLD -20 SPY 100 25 APR 24 502 PUT @1.07 CBOE,-0.29,-13.00,"2,140.00","213,923.63"
4/25/24,14:57:45,TRD,1000431842540,BOT +39 SPY 100 25 APR 24 502 CALL @1.18 CBOE,-0.43,-25.35,"-4,602.00","209,295.85"
4/25/24,14:59:03,TRD,1000431842558,SOLD -39 SPY 100 25 APR 24 502 CALL @1.17,-0.58,-25.35,"4,563.00","213,832.92"
4/25/24,15:00:02,TRD,1000431842564,BOT +39 SPY 100 25 APR 24 502 CALL @1.37,-0.43,-25.35,"-5,343.00","208,464.14"
4/25/24,15:00:58,TRD,1000431842572,SOLD -39 SPY 100 25 APR 24 502 CALL @1.40 CBOE,-0.58,-25.35,"5,460.00","213,898.21"
4/25/24,15:04:35,TRD,1000431842593,BOT +39 SPY 100 25 APR 24 503 CALL @1.32,-0.43,-25.35,"-5,148.00","208,724.43"
4/25/24,15:06:44,TRD,1000431842622,BOT +5 SPY 100 25 APR 24 503 CALL @1.26 CBOE,-0.05,-3.25,-630.00,"208,091.13"
4/25/24,15:06:44,TRD,1000431842622,BOT +34 SPY 100 25 APR 24 503 CALL @1.25 CBOE,-0.38,-22.10,"-4,250.00","203,818.65"
4/25/24,15:12:45,TRD,1000431842658,SOLD -35 SPY 100 25 APR 24 503 CALL @1.30 CBOE,-0.52,-22.75,"4,550.00","208,345.38"
4/25/24,15:12:45,TRD,1000431842658,SOLD -4 SPY 100 25 APR 24 503 CALL @1.30 CBOE,-0.06,-2.60,520.00,"208,862.72"
4/25/24,15:14:22,TRD,1000431842685,BOT +5 SPY 100 25 APR 24 503 CALL @1.24 CBOE,-0.05,-3.25,-620.00,"208,239.42"
4/25/24,15:14:22,TRD,1000431842685,BOT +8 SPY 100 25 APR 24 503 CALL @1.24 CBOE,-0.09,-5.20,-992.00,"207,242.13"
4/25/24,15:14:22,TRD,1000431842685,BOT +8 SPY 100 25 APR 24 503 CALL @1.24 CBOE,-0.09,-5.20,-992.00,"206,244.84"
4/25/24,15:14:22,TRD,1000431842685,BOT +13 SPY 100 25 APR 24 503 CALL @1.24 CBOE,-0.14,-8.45,"-1,612.00","204,624.25"
4/25/24,15:14:22,TRD,1000431842685,BOT +5 SPY 100 25 APR 24 503 CALL @1.24 CBOE,-0.06,-3.25,-620.00,"204,000.94"
4/25/24,15:15:03,TRD,1000431842691,SOLD -39 SPY 100 25 APR 24 503 CALL @1.26 CBOE,-0.58,-25.35,"4,914.00","208,889.01"
4/25/24,15:16:05,TRD,1000431842698,SOLD -39 SPY 100 25 APR 24 503 CALL @1.36,-0.58,-25.35,"5,304.00","214,167.08"
4/25/24,15:16:59,TRD,1000431842709,BOT +12 SPY 100 25 APR 24 503 CALL @1.28 CBOE,-0.13,-7.80,"-1,536.00","212,623.15"
4/25/24,15:16:59,TRD,1000431842709,BOT +12 SPY 100 25 APR 24 503 CALL @1.28 CBOE,-0.13,-7.80,"-1,536.00","211,079.22"
4/25/24,15:16:59,TRD,1000431842709,BOT +11 SPY 100 25 APR 24 503 CALL @1.28 CBOE,-0.12,-7.15,"-1,408.00","209,663.95"
4/25/24,15:16:59,TRD,1000431842709,BOT +4 SPY 100 25 APR 24 503 CALL @1.28 CBOE,-0.05,-2.60,-512.00,"209,149.30"
4/25/24,15:17:33,TRD,1000431842714,SOLD -39 SPY 100 25 APR 24 503 CALL @1.34,-0.58,-25.35,"5,226.00","214,349.37"
4/25/24,15:19:13,TRD,1000431842745,BOT +39 SPY 100 25 APR 24 503 CALL @1.57 CBOE,-0.43,-25.35,"-6,123.00","208,200.59"
4/25/24,15:20:06,TRD,1000431842753,SOLD -1 SPY 100 25 APR 24 503 CALL @1.65 CBOE,-0.01,-0.65,165.00,"208,364.93"
4/25/24,15:20:06,TRD,1000431842753,SOLD -1 SPY 100 25 APR 24 503 CALL @1.65 CBOE,-0.02,-0.65,165.00,"208,529.26"
4/25/24,15:20:06,TRD,1000431842753,SOLD -8 SPY 100 25 APR 24 503 CALL @1.64 CBOE,-0.12,-5.20,"1,312.00","209,835.94"
4/25/24,15:20:06,TRD,1000431842753,SOLD -29 SPY 100 25 APR 24 503 CALL @1.64 CBOE,-0.44,-18.85,"4,756.00","214,572.65"
4/25/24,15:20:19,TRD,1000431842755,BOT +21 SPY 100 25 APR 24 503 CALL @1.58 CBOE,-0.23,-13.65,"-3,318.00","211,240.77"
4/25/24,15:20:19,TRD,1000431842755,BOT +15 SPY 100 25 APR 24 503 CALL @1.58 CBOE,-0.17,-9.75,"-2,370.00","208,860.85"
4/25/24,15:20:19,TRD,1000431842755,BOT +1 SPY 100 25 APR 24 503 CALL @1.58 CBOE,-0.01,-0.65,-158.00,"208,702.19"
4/25/24,15:20:20,TRD,1000431842755,BOT +2 SPY 100 25 APR 24 503 CALL @1.58 CBOE,-0.02,-1.30,-316.00,"208,384.87"
4/25/24,15:22:16,TRD,1000431842779,SOLD -39 SPY 100 25 APR 24 503 CALL @1.70 CBOE,-0.59,-25.35,"6,630.00","214,988.93"
4/25/24,15:23:25,TRD,1000431842784,BOT +39 SPY 100 25 APR 24 503 CALL @1.71 CBOE,-0.43,-25.35,"-6,669.00","208,294.15"
4/25/24,15:27:28,TRD,1000431842806,BOT +39 SPY 100 25 APR 24 503 CALL @1.50 CBOE,-0.43,-25.35,"-5,850.00","202,418.37"
4/25/24,15:28:04,TRD,1000431842815,SOLD -34 SPY 100 25 APR 24 503 CALL @1.55 CBOE,-0.50,-22.10,"5,270.00","207,665.77"
4/25/24,15:28:04,TRD,1000431842815,SOLD -5 SPY 100 25 APR 24 503 CALL @1.55 CBOE,-0.09,-3.25,775.00,"208,437.43"
4/25/24,15:29:41,TRD,1000431842825,SOLD -39 SPY 100 25 APR 24 503 CALL @1.64 MIAX,-0.59,-25.35,"6,396.00","214,807.49"
4/25/24,15:30:26,TRD,1000431842827,BOT +39 SPY 100 25 APR 24 503 CALL @1.59 CBOE,-0.43,-25.35,"-6,201.00","208,580.71"
4/25/24,15:30:56,TRD,1000431842835,BOT +19 SPY 100 25 APR 24 503 CALL @1.53,-0.21,-12.35,"-2,907.00","205,661.15"
4/25/24,15:30:56,TRD,1000431842835,BOT +20 SPY 100 25 APR 24 503 CALL @1.53,-0.22,-13.00,"-3,060.00","202,587.93"
4/25/24,15:31:04,TRD,1000431842837,SOLD -5 SPY 100 25 APR 24 503 CALL @1.53 CBOE,-0.07,-3.25,765.00,"203,349.61"
4/25/24,15:31:04,TRD,1000431842837,SOLD -14 SPY 100 25 APR 24 503 CALL @1.53 CBOE,-0.21,-9.10,"2,142.00","205,482.30"
4/25/24,15:31:04,TRD,1000431842837,SOLD -5 SPY 100 25 APR 24 503 CALL @1.53 CBOE,-0.08,-3.25,765.00,"206,243.97"
4/25/24,15:31:04,TRD,1000431842837,SOLD -5 SPY 100 25 APR 24 503 CALL @1.53 CBOE,-0.08,-3.25,765.00,"207,005.64"
4/25/24,15:31:04,TRD,1000431842837,SOLD -5 SPY 100 25 APR 24 503 CALL @1.53 CBOE,-0.06,-3.25,765.00,"207,767.33"
4/25/24,15:31:04,TRD,1000431842837,SOLD -3 SPY 100 25 APR 24 503 CALL @1.53 CBOE,-0.06,-1.95,459.00,"208,224.32"
4/25/24,15:31:04,TRD,1000431842837,SOLD -2 SPY 100 25 APR 24 503 CALL @1.53 CBOE,-0.03,-1.30,306.00,"208,528.99"
4/25/24,15:32:02,TRD,1000431842850,BOT +2 SPY 100 25 APR 24 503 CALL @1.46 CBOE,-0.02,-1.30,-292.00,"208,235.67"
4/25/24,15:32:02,TRD,1000431842850,BOT +2 SPY 100 25 APR 24 503 CALL @1.46 CBOE,-0.02,-1.30,-292.00,"207,942.35"
4/25/24,15:32:02,TRD,1000431842850,BOT +35 SPY 100 25 APR 24 503 CALL @1.47 CBOE,-0.39,-22.75,"-5,145.00","202,774.21"
4/25/24,15:33:02,TRD,1000431842858,SOLD -39 SPY 100 25 APR 24 503 CALL @1.47,-0.59,-25.35,"5,733.00","208,481.27"
4/25/24,15:33:24,TRD,1000431842863,BOT +39 SPY 100 25 APR 24 503 CALL @1.38 CBOE,-0.43,-25.35,"-5,382.00","203,073.49"
4/25/24,15:34:23,TRD,1000431842870,SOLD -39 SPY 100 25 APR 24 503 CALL @1.41,-0.58,-25.35,"5,499.00","208,546.56"
4/25/24,15:36:08,TRD,1000431842882,BOT +39 SPY 100 25 APR 24 503 CALL @1.35 CBOE,-0.43,-25.35,"-5,265.00","203,255.78"
4/25/24,15:36:43,TRD,1000431842891,SOLD -16 SPY 100 25 APR 24 503 CALL @1.27 CBOE,-0.24,-10.40,"2,032.00","205,277.14"
4/25/24,15:36:43,TRD,1000431842891,SOLD -7 SPY 100 25 APR 24 503 CALL @1.27 CBOE,-0.09,-4.55,889.00,"206,161.50"
4/25/24,15:36:43,TRD,1000431842891,SOLD -7 SPY 100 25 APR 24 503 CALL @1.27 CBOE,-0.11,-4.55,889.00,"207,045.84"
4/25/24,15:36:43,TRD,1000431842891,SOLD -7 SPY 100 25 APR 24 503 CALL @1.27 CBOE,-0.11,-4.55,889.00,"207,930.18"
4/25/24,15:36:43,TRD,1000431842891,SOLD -1 SPY 100 25 APR 24 503 CALL @1.27 CBOE,-0.02,-0.65,127.00,"208,056.51"
4/25/24,15:36:43,TRD,1000431842891,SOLD -1 SPY 100 25 APR 24 503 CALL @1.27 CBOE,-0.01,-0.65,127.00,"208,182.85"
4/25/24,15:36:49,TRD,1000431842893,SOLD -39 SPY 100 25 APR 24 503 CALL @1.32,-0.58,-25.35,"5,148.00","213,304.92"
4/25/24,15:37:21,TRD,1000431842901,BOT +39 SPY 100 25 APR 24 503 PUT @.73 CBOE,-0.43,-25.35,"-2,847.00","210,432.14"
4/25/24,15:39:14,TRD,1000431842908,SOLD -39 SPY 100 25 APR 24 503 PUT @.76 CBOE,-0.56,-25.35,"2,964.00","213,370.23"
4/25/24,15:40:16,TRD,1000431842915,BOT +39 SPY 100 25 APR 24 503 PUT @.80 CBOE,-0.43,-25.35,"-3,120.00","210,224.45"
4/25/24,15:41:00,TRD,1000431842922,SOLD -39 SPY 100 25 APR 24 503 PUT @.95,-0.57,-25.35,"3,705.00","213,903.53"
4/25/24,15:42:18,TRD,1000431842927,BOT +5 SPY 100 25 APR 24 503 PUT @1.11 CBOE,-0.05,-3.25,-555.00,"213,345.23"
4/25/24,15:42:18,TRD,1000431842927,BOT +34 SPY 100 25 APR 24 503 PUT @1.10 CBOE,-0.38,-22.10,"-3,740.00","209,582.75"
4/25/24,15:43:02,TRD,1000431842931,SOLD -9 SPY 100 25 APR 24 503 PUT @.92 CBOE,-0.14,-5.85,828.00,"210,404.76"
4/25/24,15:43:02,TRD,1000431842931,SOLD -7 SPY 100 25 APR 24 503 PUT @.92 CBOE,-0.09,-4.55,644.00,"211,044.12"
4/25/24,15:43:02,TRD,1000431842931,SOLD -23 SPY 100 25 APR 24 503 PUT @.92 CBOE,-0.34,-14.95,"2,116.00","213,144.83"
4/25/24,15:43:15,TRD,1000431842935,BOT +39 SPY 100 25 APR 24 503 CALL @1.13,-0.43,-25.35,"-4,407.00","208,712.05"
4/25/24,15:44:58,TRD,1000431842951,SOLD -8 SPY 100 25 APR 24 503 CALL @1.00 CBOE,-0.12,-5.20,800.00,"209,506.73"
4/25/24,15:44:58,TRD,1000431842951,SOLD -5 SPY 100 25 APR 24 503 CALL @1.00 CBOE,-0.07,-3.25,500.00,"210,003.41"
4/25/24,15:44:58,TRD,1000431842951,SOLD -6 SPY 100 25 APR 24 503 CALL @1.00 CBOE,-0.09,-3.90,600.00,"210,599.42"
4/25/24,15:44:58,TRD,1000431842951,SOLD -5 SPY 100 25 APR 24 503 CALL @1.00 CBOE,-0.07,-3.25,500.00,"211,096.10"
4/25/24,15:44:58,TRD,1000431842951,SOLD -8 SPY 100 25 APR 24 503 CALL @1.00 CBOE,-0.12,-5.20,800.00,"211,890.78"
4/25/24,15:44:58,TRD,1000431842951,SOLD -7 SPY 100 25 APR 24 503 CALL @1.00 CBOE,-0.10,-4.55,700.00,"212,586.13"
4/25/24,15:47:05,TRD,1000431842958,BOT +39 SPY 100 25 APR 24 503 PUT @1.07,-0.43,-25.35,"-4,173.00","208,387.35"
4/25/24,15:48:02,TRD,1000431842974,BOT +39 SPY 100 25 APR 24 503 PUT @1.01 CBOE,-0.43,-25.35,"-3,939.00","204,422.57"
4/25/24,15:48:19,TRD,1000431842978,SOLD -39 SPY 100 25 APR 24 503 PUT @.91 CBOE,-0.57,-25.35,"3,549.00","207,945.65"
4/25/24,15:48:21,TRD,1000431842981,SOLD -5 SPY 100 25 APR 24 503 PUT @.94 CBOE,-0.06,-3.25,470.00,"208,412.34"
4/25/24,15:48:21,TRD,1000431842981,SOLD -30 SPY 100 25 APR 24 503 PUT @.93 CBOE,-0.45,-19.50,"2,790.00","211,182.39"
4/25/24,15:48:21,TRD,1000431842981,SOLD -4 SPY 100 25 APR 24 503 PUT @.93 CBOE,-0.06,-2.60,372.00,"211,551.73"
4/25/24,15:50:06,TRD,1000431842998,BOT +39 SPY 100 25 APR 24 503 PUT @1.06,-0.43,-25.35,"-4,134.00","207,391.95"
4/25/24,15:51:22,TRD,1000431843024,SOLD -18 SPY 100 25 APR 24 503 PUT @.88 CBOE,-0.26,-11.70,"1,584.00","208,963.99"
4/25/24,15:51:22,TRD,1000431843024,SOLD -10 SPY 100 25 APR 24 503 PUT @.89 CBOE,-0.15,-6.50,890.00,"209,847.34"
4/25/24,15:51:22,TRD,1000431843024,SOLD -3 SPY 100 25 APR 24 503 PUT @.88 CBOE,-0.04,-1.95,264.00,"210,109.35"
4/25/24,15:51:22,TRD,1000431843024,SOLD -8 SPY 100 25 APR 24 503 PUT @.89 CBOE,-0.12,-5.20,712.00,"210,816.03"
4/26/24,01:00:00,BAL,,Cash balance at the start of business day 26.04 CST,,,,"210,816.03"
